personas,17541141
varones,8607537
mujeres,8933604
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2020-03-17,0,1,3,35,14,29,31,13
2020-03-18,0,3,10,53,16,26,31,13
2020-03-19,0,1,11,27,7,33,34,11
2020-03-20,0,1,8,48,17,38,38,20
2020-03-21,1,2,14,76,15,37,35,23
2020-03-22,0,4,10,40,19,36,31,28
2020-03-23,0,1,9,55,22,40,40,27
2020-03-24,2,3,31,84,11,31,31,27
2020-03-25,0,2,42,158,23,33,33,35
2020-03-26,3,1,35,113,16,34,36,32
2020-03-27,0,3,25,89,27,42,42,28
2020-03-28,1,3,12,68,24,26,26,28
2020-03-29,1,4,19,131,20,24,27,25
2020-03-30,1,9,22,142,31,43,47,33
2020-03-31,0,6,21,122,25,41,42,26
2020-04-01,2,3,30,204,18,40,41,29
2020-04-02,3,5,31,307,36,56,53,43
2020-04-03,3,2,32,454,28,44,39,45
2020-04-04,1,5,32,385,23,31,33,36
2020-04-05,5,6,14,284,16,26,38,13
2020-04-06,3,4,31,334,23,35,38,44
2020-04-07,4,2,17,435,14,38,41,36
2020-04-08,5,4,24,422,22,52,57,39
2020-04-09,2,2,20,419,18,64,55,41
2020-04-10,3,2,43,444,22,56,59,41
2020-04-11,2,7,18,331,24,59,67,45
2020-04-12,2,2,35,305,24,66,65,48
2020-04-13,2,3,23,427,25,68,74,78
2020-04-14,1,3,63,570,25,63,62,47
2020-04-15,5,2,51,635,33,76,70,66
2020-04-16,4,1,42,656,24,76,83,66
2020-04-17,3,4,35,707,41,79,97,79
2020-04-18,4,3,59,604,29,88,95,56
2020-04-19,3,4,27,450,33,69,81,53
2020-04-20,2,4,49,770,47,129,133,111
2020-04-21,4,1,62,1007,27,100,83,134
2020-04-22,7,3,59,857,32,86,84,93
2020-04-23,5,4,69,852,39,84,90,132
2020-04-24,6,5,78,954,23,93,89,120
2020-04-25,6,4,81,886,26,91,100,62
2020-04-26,5,3,30,506,23,91,115,52
2020-04-27,7,3,68,759,29,92,69,112
2020-04-28,5,3,63,1047,32,84,80,110
2020-04-29,4,2,90,977,32,76,62,90
2020-04-30,6,2,51,880,24,110,92,113
2020-05-01,7,0,48,811,27,75,89,43
2020-05-02,1,8,38,604,24,73,92,67
2020-05-03,7,1,31,387,14,74,95,41
2020-05-04,2,4,46,863,26,106,117,89
2020-05-05,3,6,78,967,25,115,118,84
2020-05-06,7,2,60,823,32,99,80,116
2020-05-07,7,3,61,828,29,101,97,115
2020-05-08,4,3,74,853,36,115,113,100
2020-05-09,6,5,57,779,31,107,112,62
2020-05-10,6,3,39,430,21,142,154,57
2020-05-11,7,5,58,848,54,148,160,141
2020-05-12,2,5,90,1066,39,154,157,138
2020-05-13,5,3,96,994,58,157,160,130
2020-05-14,10,2,94,1028,31,173,222,154
2020-05-15,9,3,98,1117,52,200,201,160
2020-05-16,3,5,120,940,60,253,278,150
2020-05-17,3,4,53,592,49,220,293,137
2020-05-18,8,5,156,1213,82,352,360,254
2020-05-19,6,6,155,1502,76,276,315,244
2020-05-20,5,12,196,1412,106,355,353,268
2020-05-21,10,16,266,1515,110,338,271,360
2020-05-22,9,11,301,1551,93,345,329,383
2020-05-23,7,6,229,1273,60,318,316,274
2020-05-24,4,6,153,810,58,322,357,227
2020-05-25,6,6,246,1271,90,394,448,264
2020-05-26,6,11,273,1488,73,430,425,336
2020-05-27,9,9,271,1715,97,397,374,345
2020-05-28,8,17,261,1701,130,440,494,445
2020-05-29,9,12,332,2006,91,427,484,480
2020-05-30,8,10,314,1588,95,382,462,404
2020-05-31,8,9,202,983,77,320,428,249
2020-06-01,17,8,420,1834,98,675,686,537
2020-06-02,11,17,477,1903,97,581,562,489
2020-06-03,15,8,403,2035,106,596,534,529
2020-06-04,13,13,388,1993,110,627,662,540
2020-06-05,13,14,445,2164,112,680,699,611
2020-06-06,21,22,560,1956,133,698,822,491
2020-06-07,20,11,238,959,115,623,709,418
2020-06-08,25,22,460,2065,157,876,928,728
2020-06-09,10,14,681,2422,175,840,828,763
2020-06-10,21,15,700,2502,169,1074,933,878
2020-06-11,14,12,821,2921,156,823,841,905
2020-06-12,20,17,821,2828,169,1037,1052,1016
2020-06-13,13,17,838,3061,139,913,1033,727
2020-06-14,20,14,485,1734,145,920,1098,606
2020-06-15,25,13,701,2195,139,1174,1316,832
2020-06-16,23,19,890,2668,188,1356,1382,1123
2020-06-17,28,20,1080,3415,202,1261,1169,1179
2020-06-18,26,21,1109,3623,190,1415,1460,1309
2020-06-19,22,28,1162,3438,204,1491,1615,1306
2020-06-20,17,24,1431,3768,202,1750,1934,1309
2020-06-21,35,24,633,1873,163,1262,1544,815
2020-06-22,29,28,1156,3348,203,1750,1894,1580
2020-06-23,37,29,1464,4036,240,1697,1621,1723
2020-06-24,36,28,1418,3971,224,1614,1370,1926
2020-06-25,35,27,1748,4676,205,1622,1589,1850
2020-06-26,47,21,1843,4784,217,1800,1822,1788
2020-06-27,50,23,1496,4153,201,1582,1722,1360
2020-06-28,40,24,972,2361,155,1474,1834,1066
2020-06-29,33,29,1358,4040,233,1866,2033,1882
2020-06-30,48,27,1759,4408,208,1865,1789,1942
2020-07-01,63,28,1809,4557,230,2419,2201,1929
2020-07-02,60,27,1756,4395,213,2031,2064,1965
2020-07-03,49,27,2160,4956,238,2278,2368,1983
2020-07-04,68,30,2216,5229,224,2006,2261,1532
2020-07-05,75,32,1065,2548,208,1872,2207,1392
2020-07-06,53,26,1768,4160,265,2433,2358,2518
2020-07-07,68,39,2145,4816,313,2543,2366,2627
2020-07-08,91,39,2685,5961,233,2302,2095,2476
2020-07-09,70,35,2378,5440,240,2277,2428,2118
2020-07-10,94,41,2360,5075,266,2893,3290,2052
2020-07-11,88,40,2203,4833,230,2287,2733,1978
2020-07-12,64,29,1260,2653,231,2516,3091,1599
2020-07-13,73,35,2216,4887,296,3092,3309,2904
2020-07-14,95,37,2737,5982,296,3149,2994,3228
2020-07-15,103,47,2734,6084,279,3578,3237,3214
2020-07-16,79,31,3091,6284,271,3270,3337,3377
2020-07-17,97,30,3238,7023,288,3547,3656,3406
2020-07-18,107,46,3081,6338,278,3570,4033,2315
2020-07-19,105,46,1878,4137,237,3127,3764,2473
2020-07-20,95,49,3111,6399,348,4950,5121,3953
2020-07-21,118,43,3702,7402,324,3783,3597,4052
2020-07-22,119,55,4115,8192,301,3773,3193,4552
2020-07-23,94,45,4180,8253,310,3795,3879,4288
2020-07-24,112,41,4492,8720,222,4134,4083,4247
2020-07-25,99,28,3493,7053,232,3907,4282,3059
2020-07-26,117,50,2184,4280,252,3498,4085,2494
2020-07-27,134,43,3691,7493,272,4948,5130,4377
2020-07-28,128,47,4216,8623,305,4274,4028,4559
2020-07-29,133,43,4606,9154,302,4160,3545,4652
2020-07-30,130,39,4347,8769,264,4227,4355,4384
2020-07-31,132,43,5064,9721,258,4781,4887,4503
2020-08-01,114,48,3500,6893,252,5653,6202,3212
2020-08-02,144,46,2942,5876,286,4321,5273,2773
2020-08-03,139,40,4159,8025,346,5702,5669,5417
2020-08-04,133,57,4928,9584,331,5283,4558,6445
2020-08-05,149,52,5733,10676,355,4858,4183,5866
2020-08-06,166,67,5532,10656,272,4925,4557,6031
2020-08-07,149,41,5809,11217,250,4811,4707,5239
2020-08-08,147,37,4570,9336,247,4174,4650,3183
2020-08-09,137,42,2894,5399,235,3803,4078,3196
2020-08-10,151,47,4611,9629,278,5432,5587,5282
2020-08-11,119,49,5118,11032,248,4136,3800,5301
2020-08-12,139,48,5170,11636,292,4327,3608,5012
2020-08-13,143,62,5034,11180,302,4026,3566,4660
2020-08-14,156,59,4813,11300,301,4647,4330,5021
2020-08-15,135,60,4348,9570,247,4265,4757,3325
2020-08-16,138,32,1898,4548,222,3862,4654,2523
2020-08-17,156,56,3410,6987,275,4400,5178,3110
2020-08-18,170,52,4408,8822,301,5036,4990,5311
2020-08-19,155,64,5372,10395,271,4736,4091,5632
2020-08-20,144,49,5970,11553,270,6058,6141,5284
2020-08-21,156,53,5434,11314,273,5146,5272,5361
2020-08-22,164,46,4835,9644,250,4918,5745,3767
2020-08-23,130,43,2525,5377,241,4714,5834,2657
2020-08-24,196,43,5288,10020,331,6465,6726,6323
2020-08-25,157,68,5847,11511,367,6132,5773,6367
2020-08-26,134,69,6627,12537,365,5965,4884,6997
2020-08-27,152,63,6978,12796,337,5853,5627,6766
2020-08-28,164,57,6352,12161,312,6264,6094,6612
2020-08-29,170,51,5262,10027,277,4650,5256,4594
2020-08-30,168,49,3441,6878,241,4539,5561,3071
2020-08-31,204,59,5658,10346,326,5871,5900,6491
2020-09-01,189,61,6262,11820,292,6314,5885,6561
2020-09-02,186,48,6374,11830,286,5743,4831,5911
2020-09-03,200,55,5971,11634,276,5674,5432,6030
2020-09-04,196,59,5591,11436,283,5739,5870,6091
2020-09-05,188,47,5019,11171,236,5214,5759,4233
2020-09-06,180,49,2812,6161,230,4629,5530,2951
2020-09-07,197,50,5393,10885,290,6203,6342,6350
2020-09-08,177,52,6475,12566,287,5839,5168,6863
2020-09-09,191,57,6566,13709,285,5578,4577,6028
2020-09-10,163,58,6002,12826,277,5912,5673,6526
2020-09-11,178,59,6463,13611,289,5217,5027,6253
2020-09-12,165,31,4998,10116,210,4640,5003,4037
2020-09-13,173,30,2746,5806,244,4084,4763,2694
2020-09-14,215,54,5398,11382,249,5530,5270,5936
2020-09-15,192,39,5924,12123,193,5218,4717,5855
2020-09-16,199,44,5945,12751,262,4664,3783,5775
2020-09-17,182,40,6125,12933,267,4406,4172,5276
2020-09-18,181,55,5573,12522,273,4776,4833,5285
2020-09-19,171,37,4162,9535,200,4354,4927,3485
2020-09-20,153,36,2132,4953,182,4599,5398,2111
2020-09-21,182,41,4632,9623,211,4988,5180,4953
