Cod_Loc,IdProvincia,IdDepartamento,Observacion,Categoría,Provincia,Departamento,Localidad,Nombre,Domicilio,Piso,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,actividad
06441030,06,06441,,Estudio de desarrolladores de videojuegos,Buenos Aires,La Plata,La Plata,Il Mare Games,s/d,,www.ilmaregames.com.ar,,-34.92206666,-57.95439165,Localización centroide ,juegosargentinos.org / GOB. BS. AS / SInCA,2020
02000010,02,02000,,Estudio de desarrolladores de videojuegos,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Moebius One,s/d,,www.moebiusone.com,Moebius One es un estudio independiente de desarrollo de juegos,-34.61092523,-58.3887254,Localización centroide ,ADVA,2022
30015060,30,30015,,Estudio de desarrolladores de videojuegos,Entre Ríos,Concordia,Concordia,Neurocreativa,s/d,,www.neurocreativa.com,,-31.38814909,-58.0162204,Localización centroide ,juegosargentinos.org / SINCA,2022
82042290,82,82042,,Estudio de desarrolladores de videojuegos,Santa Fe,General Lopez,Venado Tuerto,Terra Localizations,s/d,,www.terralocalizations.com,"Terra Localizations se especializa en la localización de videojuegos y traducciones de páginas web y otro material promocional. También ofrecemos servicios de voice-over, testing y QA. Hemos localizado cientos de juegos de diferentes estilos y plataformas a múltiples idiomas.",-33.74731529,-61.96953587,Localización Centroide,ADVA,2022
06658010,06,06658,,Estudio de desarrolladores de videojuegos,Buenos Aires,Quilmes,Quilmes,Visuki Otomes,s/d,,www.visuki.com,,-34.72469143,-58.26134074,Localización centroide ,GOB. BS. AS / SInCA,2022
02000010,02,02000,,Estudio de desarrolladores de videojuegos,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Placeholder Studio,Av. Santa Fe 5250,,,,-34.57578699,-58.43399048,Localización precisa,MICA,2022
06056010,06,06056,,Estudio de desarrolladores de videojuegos,Buenos Aires,Bahía Blanca,Bahia Blanca,Rookbird Games,s/d,,,,-38.71380524,-62.2659599,Localización Centroide,ADVA / MICA / FINDE,2022
06091010,06,06091,,Estudio de desarrolladores de videojuegos,Buenos Aires,Berazategui,Berazategui,Surprised Monkey Studio,s/d,,,,-34.76334394,-58.20780839,Localización centroide ,ADVA / GOB. BS. AS.,2022
06515010,06,06515,,Estudio de desarrolladores de videojuegos,Buenos Aires,Malvinas Argentinas,Los Polvorines,Raising Games (ex gualicho),s/d,,,,-34.49410303,-58.70050582,Localización centroide ,GOB. BS. AS. / SInCA,2022
82084270,82,82084,,Estudio de desarrolladores de videojuegos,Santa Fe,Rosario,Rosario,Geometric Bytes,s/d,,,,-32.95381426,-60.65153794,Localización centroide ,ADVA / juegosargentinos.org ,2022
06658010,06,06658,,Estudio de desarrolladores de videojuegos,Buenos Aires,Quilmes,Quilmes,Shitty Games,s/d,,,,-34.72469143,-58.26134074,Localización centroide ,juegosargentinos.org,2021
06840010,06,06840,,Estudio de desarrolladores de videojuegos,Buenos Aires,Tres de Febrero,Tres de Febrero,Bacord Games,s/d,,,,-34.60484972,-58.56096157,Localización centroide ,GOB. BS. AS / SINCA / juegosargentinos.org ,2022
02000010,02,02000,,Estudio de desarrolladores de videojuegos,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teonix,s/d,,,,-34.61092523,-58.3887254,Localización centroide ,ADVA / MICA,2022
02000010,02,02000,,Estudio de desarrolladores de videojuegos,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ephemera Games,s/d,,,,-34.61092523,-58.3887254,Localización centroide ,ADVA,2022
14014010,14,14014,,Estudio de desarrolladores de videojuegos,Córdoba,Capital,Cordoba,Epic Llama,s/d,,,,-31.41381662,-64.18333843,Localización centroide ,ADVA / juegosargentinos.org ,2022
14014010,14,14014,,Estudio de desarrolladores de videojuegos,Córdoba,Capital,Cordoba,Pilgrims Game Studio,s/d,,,,-31.41381662,-64.18333843,Localización centroide ,ADVA / MICA,2022
14014010,14,14014,,Estudio de desarrolladores de videojuegos,Córdoba,Capital,Cordoba,Pizia,s/d,,,Desarrollo de videojuegos de PC y dispositivos móviles de la mejor calidad artística y con una jugabilidad innovadora,-31.41381662,-64.18333843,Localización centroide ,ADVA,2022
30084160,30,30084,,Estudio de desarrolladores de videojuegos,Entre Ríos,Parana,Parana,Ghost Creative Studio,s/d,,,,-31.74156764,-60.52841459,Localización centroide ,MICA,2022
14042170,14,14042,,Estudio de desarrolladores de videojuegos,Córdoba,General San Martin,Villa Maria,Zumorra,Santa Fe 1129,,,Desarrolladores de videojuegos,-32.41208361,-63.24999512,Localización centroide ,juegosargentinos.org ,2020
82063170,82,82063,,Estudio de desarrolladores de videojuegos,Santa Fe,La Capital,Santa Fe,Emi Cortés ® ™ ©,s/d,,,,-31.64516481,-60.70931471,Localización centroide ,ADVA,2022
02000010,02,02000,,Estudio de desarrolladores de videojuegos,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Win & Winnow,Zapiola 4248,,,,-34.61092523,-58.3887254,Localización centroide ,juegosargentinos.org / SINCA,2022
